,title,year,duration,genres,rating,synopsis,directors,stars
1489,Student Seduction,2022.0,84,"Drama, Thriller",5.6,"Follows Annie, who in a desperate attempt to bring up her grades, joins a cheating ring and, under its influence, starts a relationship with her lacrosse coach, and a student uses blackmail to prevent her from leaving the group.",Ted Campbell,"Cameron Cipolla,Le'Priesh Roman,Jonathan Stoddard,Jazlyn Nicolette Sward"
1490,Death Hunt,2022.0,92,"Action, Thriller",3.7,A land developer and his girlfriend are hunted on a remote island for sport by three deranged locals.,Neil Mackay,"Marlene Malcolm,Omar Tucci,Terry McDonald,Rick Amsbury"
1491,The Girl from the Other Side,2022.0,70,"Animation, Fantasy, Mystery",6.7,"Once upon a time, in a far, faraway place, there were two lands. The world was divided into an inner land and an outer land. People feared the outer land. Inhabited by eerie beings, the ...",Yutaro Kubo,"Jun Fukuyama,Rie Takahashi"
1492,The Lost,2022.0,120,"Drama, Mystery",5.1,An urban ghost story. A young mother searches for an answer after the accidental death of her son.,Alex Klaus,"Hollie Lewis,Ella Stockton,Rob Carr,Thomasin Lawson"
1493,Pada,2022.0,130,"Crime, Drama, Thriller",7.8,"All the governments that have ruled the nation made laws that denied the indigenous people their way of life and their land often, protecting crony capitalist interests. The film revisits an episode of dissent in the 90s which brought up this question amongst us. A history forgotten!",Kamal K.M.,"Kunchacko Boban,Vinayakan,Joju George,Dileesh Pothan"
1494,Devil in the Womb,2022.0,86,Horror,6.5,"After 15 years of marriage and adopting two siblings, Alani and Vito, Amelia is finally pregnant. In order to take care of his wife who also suffers from high blood pressure, her husband, ...",Adhe Dharmastriya,"Nafa Urbach,Ali Syakieb,Denira Wiraguna,M. Adhiyat"
1495,Bethlehem Night,2022.0,100,"Comedy, Fantasy",6.1,Everyday existence of writer Sejnoha is enlivened by persistent characters from his stories to remind him of some major questions. How to fulfill our own expectations of a better existence without destroying everything we have?,Jan Sverák,"Zdenek Sverák,Daniela Kolárová,Vojtech Kotek,Tereza Ramba"
1496,Escape Room: La pel·lícula,2022.0,120,"Comedy, Mystery, Thriller",6.2,,Héctor Claramunt,"Joel Joan,Ivan Massagué,Paula Vives,Mònica Pérez"
1497,C'era una volta il crimine,2022.0,100,"Comedy, Crime, War",5.1,"After having fled from 1982 to return to the present, the shabby gang of Moreno and his companions suddenly finds themselves in Italy on 8 September 1943, one of the most dramatic days in the history of the nation.",Massimiliano Bruno,"Marco Giallini,Carolina Crescentini,Ilenia Pastorelli,Edoardo Leo"
1498,Beanie,2022.0,85,"Adventure, Drama, Family",7.6,"A boy who has nothing and a girl who seems to have everything embark on an adventure following fake Santa in the middle of the night. That night all of their Christmas wishes come true, but not quite the way they've each expected.",Slobodan Maksimovic,"Zala Djuric,Mojca Fatur,Frano Maskovic,Ajda Smrekar"
1499,Em Beihold: Numb Little Bug,2022.0,3,Music,,,Jaime Valdueza,Emily Beihold
1500,Axiomas,2022.0,93,Drama,7.0,"Isabela returns to the town where she was born, summoned by Axiomas, the environmental organization she works for as a lawyer. There, she must battle against a mining company and its main protector, Governor Ribero, who is also her father.",Marcela Luchetta,"César Bordón,Paula Cancio,Luz Cipriota,Erasmo Colombo"
1501,I'm Not Gay,2022.0,101,Musical,,,Scott L. Semer,"Brad Bradley,Sydney James Harcourt,Alan Mingo Jr.,Griffin Santopietro"
1502,Mithatenet,2022.0,100,"Comedy, Drama, Romance",7.2,,Eran B.Y.,"Hila Saada,Dean Miroshnikov,Liz Rabian,Hila Eran"
1503,Unhinged,2022.0,90,Thriller,,When a young psychiatrist tries hypnotism to save an unstable patient neither are prepared for the dark secrets that are revealed.,"Adam Johnson,Taylor Foster,Marisa Echeverria,Alexander Angelikis",
1504,Vatersland,2022.0,118,Drama,,,Petra Seeger,"Margarita Broich,Felizia Trube,Momo Beier,Stella Holzapfel"
1505,Vortex: A Film Anthology,2022.0,85,Horror,7.7,"Nikola Tesla was a man with secrets and mysteries we could never imagine. Until now. 'Vortex: A Film Anthology' takes us into the 4th Dimension, as the greatest visionary is forced through a gauntlet of lawless alternate realities.","Grayson Berry,Raffaele Marchetta,Thomas Ryan Ward","Brian Belzer,Damien S. Berger,Grayson Berry,Terrence Berry"
1506,The Royal Opera: Rigoletto,2022.0,180,Musical,,"Director of The Royal Opera Oliver Mears brings Verdi's masterpiece into the modern world. Verdi's thrilling Rigoletto pits power against innocence, beauty against ugliness.","Lisette Oropesa,Carlos Álvarez,Liparit Avetisian,Louise Armit",
1507,Tracking,2022.0,76,"Drama, Fantasy, Mystery",,The relationship between a young screenwriter and his girlfriend begins to collapse when reality meets fiction in the middle of a disturbing situation in the country.,Rodrigo González Larrondo,"Bernabé Madrigal,María José Weigel,José Ignacio Diez,Camila Leppe"
1508,Path of the Devil,2022.0,60,Drama,,"A sheltered young man journey's into darkness after experiencing the ugliness of the world for the first time, revealing his naive perception of reality to be all a lie.",Anosh Merchant,Anosh Merchant
1509,Deadly Duels,2022.0,90,Action,,,Dillon Wilson,"Hiram Caraballo,Stanford Dickson,Roland Garcia,Eric Gustavo"
1510,Hunros Jorna,2022.0,20,,,,Mickey Smith,Gwenno Saunders
1511,Everything Everywhere All at Once,2022.0,139,"Action, Adventure, Comedy",8.0,A middle-aged Chinese immigrant is swept up into an insane adventure in which she alone can save existence by exploring other universes and connecting with the lives she could have led.,"Dan Kwan,Daniel Scheinert","Michelle Yeoh,Stephanie Hsu,Jamie Lee Curtis,Ke Huy Quan"
1512,Deadstream,2022.0,87,"Comedy, Horror",6.5,"A disgraced internet personality attempts to win back his followers by livestreaming one night alone in a haunted house. But when he accidentally pisses off a vengeful spirit, his big comeback event becomes a real-time fight for his life.","Joseph Winter,Vanessa Winter","Joseph Winter,Melanie Stone,Jason K. Wixom,Pat Barnett"
1513,Sissy,2022.0,102,"Comedy, Drama, Horror",6.2,"Teen best friends Cecilia and Emma, run into each other after a decade. Cecilia is invited to Emma's bachelorette weekend where she gets stuck in a remote cabin with her high school bully and a taste for revenge.","Hannah Barlow,Kane Senes","Aisha Dee,Hannah Barlow,Emily De Margheriti,Daniel Monks"
1514,The Kashmir Files,2022.0,170,Drama,8.7,"A heart-wrenching tale that captures the pain, suffering, and struggle of the Kashmiri Pandit community in 1990 and leads Krishna, a young college student, to set out on a quest to uncover the truth.",Vivek Agnihotri,"Mithun Chakraborty,Anupam Kher,Darshan Kumaar,Pallavi Joshi"
1515,Radhe Shyam,2022.0,138,"Drama, Romance",5.3,"In 1976, Vikramaditya, a palmist and disciple of Paramahamsa, predicts to Indian Prime Minsiter Indira Gandhi that soon she will declare emergency in the country. The prediction comes true ...",K.K. Radhakrishna Kumar,"Prabhas,Pooja Hegde,Bhagyashree Patwardhan,Krishnamraju"
1516,Tyson's Run,2022.0,103,Drama,6.2,An unathletic boy with autism strives to become an unlikely marathon champion giving his unfulfilled father purpose and a second chance at putting his family first.,Kim Bass,"Major Dodson,Amy Smart,Rory Cochrane,Barkhad Abdi"
1517,Ghost Party,2022.0,98,Mystery,3.7,The annual Halloween party at the Auldcraft mansion is no ordinary party. You have to be dead to be invited. This year something has gone horribly wrong and the family must bring in a living relative to help solve the mystery.,Brad Keller,"Major Dodson,Les Best,James R. Hallam,Kristin Hallam"
1518,I Love America,2022.0,102,Comedy,4.7,"A single woman who decides to take a chance on love again by catapulting her life from Paris to Los Angeles. From awkward dates to touching surprise encounters, she understands the journey to love is a journey towards herself.",Lisa Azuelos,"Sophie Marceau,Djanis Bouzyani,Colin Woodell,Carlease Burke"
1519,Moon Manor,2022.0,103,"Biography, Comedy, Drama",5.6,"Jimmy throws himself a fabulous FUNeral before his curated death, proving the art of living is the art of dying. A comedy with a star-studded cast and the debut feature from female filmmakers KnifeRock. Score by The Dream Team (Coldplay).","Machete Bang Bang,Erin Granat","Heather Elizabeth Morris,Debra Wilson,Richard Riehle,Ricki Lake"
1520,Night Drive,2022.0,118,"Drama, Thriller",6.7,A young couple working are out on a drive where they meet with an accident. It leaves them in a triangle between a cop who investigates the accident and the corrupt political hegemony who are in pursuit of them.,Vysakh,"Anna Ben,Roshan Mathew,Indrajith Sukumaran,Siddique"
1521,Ash & Dust,2022.0,85,"Crime, Thriller",3.9,Two small town couples find themselves caught up in a game of death at the hands of a vicious gang after they discover a mysterious box buried long ago.,Adrian Langley,"Michael Swatton,Simon Phillips,John Andrews,Anne-Carolyne Binette"
1522,Maaran,2022.0,130,"Action, Thriller",4.4,An investigative journalist is in trouble when he publishes an article that exposes bitter truths about a corrupt politician.,Karthick Naren,"Dhanush,Malavika Mohanan,Samuthirakani,Smruthi Venkat"
1523,Cautatorul de Vant,2022.0,95,Drama,6.5,"When Radu learns he only has a few more months to live, he flees until he ends up in a remote village, at Nea Pavel's, where he finds refuge in his small cottage at the top of a hill. Time ...",Mihai Sofronea,"Dan Bordeianu,Olimpia Melinte,Adrian Titieni,Sebastian Pintilie"
1524,Sell/Buy/Date,2022.0,97,"Comedy, Drama",7.4,"One female comedian with many voices on a journey to better understand sex work, and her own personal relationship to it.",Sarah Jones,"Bryan Cranston,Rosario Dawson,Ilana Glazer,Evan Seinfeld"
1525,Ek Number,2022.0,127,"Comedy, Drama, Romance",7.5,"In order to lure his crush, Baburao plans a picnic at his farmhouse and invites his friends. Things take an ugly turn when one of his friends goes missing and their lives change altogether.",Milind Zumber Kavde,"Prathamesh Parab,Akshata Padgaonkar,Pranali Sanghmitra Bhagwat,Sumeet Bokse"
1526,Chee$e,2022.0,105,"Comedy, Drama, Fantasy",7.0,"Skimma dreams of just seeing something different. But after receiving the news that he has gotten Rebecca pregnant, and his constant complaints about his small village; he embraces a new profession: the village pot supplier.",Damian Marcano,"Yidah Leonard,Lou Lyons,Akil Williams"
1527,Cannibal Lake,2022.0,60,Horror,4.6,"A group of 20 somethings want to end the summer on a high, they take the advice from a girl they met at a festival about a secret rave deep in the Valleys. When their route is detoured they...",Louisa Warren,"Harvey Almond,Jane Buckle,Muneeb Butt,Kirk Cousins"
1528,Guerra de sombras,2022.0,112,"Action, Drama",5.1,"""Devotees"" is a group that was organized to protect an important secret that the Turks conquered after conquering Istanbul. The devotees engage in a tough fight against the dark forces struggling to capture this secret.",Emir Khalilzadeh,"Ismail Filiz,Esra Bilgiç,Baki Ilhan,Serdar Deniz"
1529,Cold Wind Blowing,2022.0,108,Horror,2.8,"When a group of young friends take a trip to a remote mountain to get away from their families for Christmas, their stress-free getaway turns into a nightmare. Trapped in a cabin by a supernatural creature, their fight for survival puts their fracturing relationships to the test as it becomes increasingly clear that all of them won't be surviving the holidays.",Dionne Copland,"Larry Fessenden,Nalani Wakita,Griffin Cork,Alexander Lowe"
1530,Alli,2022.0,105,Thriller,4.5,"Story of an innocent village girl ( Alli ) and her father, portrayed in a beautiful forest backdrop. Their peaceful life goes on a toss and when she takes refuge in the forest and mother nature had her own plans to rescue her.",Raj Kumar,"Neena Kurup,Saji Venjaramoodu"
1531,El Rezador,2022.0,96,"Adventure, Horror, Thriller",6.1,"A precarious con artist manipulates the family of a ""miracle girl"" and creates a business so large and lucrative that it will inevitably get out of hand.",Tito Jara,"Andrés Crespo,Carlos Valencia,Emilia Ceballos,Diego Andrés Paredes"
1532,Clap,2022.0,129,"Drama, Sport",6.8,A former amputee athlete picks up a girl from a village to train for national championship event.,Prithivi Adithya,"Aadhi,Rajsekhar Aningi,Brahmaji,Mime Gopi"
1533,Gunin,2022.0,118,"Drama, Horror, Thriller",6.3,The story of 'Gunin' revolves around village exorcist Rojob Ali Gunin who possessed a vast spiritual power. The film follows the aftermath of Gunin's mysterious death.,"Md. Hafizur Rahman,Giasuddin Selim","Atikur Rahman Mahi,Md Tajuddin Ahmed,Rumel Ahmed,Shilpi Sharkar Apu"
1534,Adarna Gang,2022.0,120,Action,5.0,"Seeking justice, Adriana vows to take revenge on the family that killed her father - her target: the patriarch and his three sons Juan, Diego and Pedro.",Jon Red,"Coleen Garcia,JC Santos,Diego Loyzaga,Mark Anthony Fernandez"
1535,A Cloud So High,2022.0,104,"Horror, Thriller",4.2,"A mentally unstable 22-year-old war veteran evolves from a petty thief and ransacker to brutal killer. Gene, a disgraced ex-cop father, is forced to confront the fiercest nemesis of his entire life: his own son.",Christopher Lee Parson,"Matt Corboy,John Cothran,Mark DeCarlo,Denise Dowse"
1536,Paatra,2022.0,96,Thriller,5.7,"Itihaas, a bank agent pushes his luck too far with women and money. One of which gets him killed. Find out who killed Itihaas.",Raya Shiva,"Deepu,Dhanush,Niviksha Naidu,Samartha"
1537,Boycott,2022.0,112,"Action, Drama",,,Stanfame Ajalaja Stanley,"Tolulope Asanu,Yemi Blaq,Lovelyn Christian,Kunle Coker"
1538,Aami O APU,2022.0,106,Drama,,"Set in rural a Bengal village Nischindipur, Apu and Durga through the montages depicting love and togetherness. as life in a poor Bengali village does ramble. A universal humanist appeal.",Suman Maitra,"Ananda Choudhuri,Soumitra Ghosh,Amrita Halder,Prakriti Pujari"
1539,The Short Straw,2022.0,86,Drama,6.2,"Four law enforcers with uniforms create a tangled up story, starting as a small town, cheating quarrel, but ending with a murder.",Dimitar Petkov,"Vyara Kolarova,Boryana Manoilova,Elizabeth Marangozova,Ruslan Maynov"
1540,Shimajirou to Kirakira Oukoku no Ouji-sama,2022.0,60,"Animation, Fantasy, Family",,,Takamitsu Kawamura,"Omi Minami,Miki Takahashi,Takumi Yamazaki,Saori Sugimoto"
1541,"Marieme feat. Imposs, Sans Pression, White-B, Izzy-S & Barnev: Gloire à la rue",2022.0,6,Music,,-Music video of Marieme,Lou-Pascal Tremblay,"Marième Ndiaye,Imposs,Sans Pression,White-B"
1542,Yerli ve Kirli,2022.0,65,Comedy,7.2,,Baturay Özdemir,Baturay Özdemir
1543,Hareesha Vayassu 36,2022.0,111,Comedy,4.8,"Set around Coastal Karnataka, Hareesha is a happy go lucky man struggling to settle in his career and finding a life partner. Will he settle in his life? Will he find the love of his life?",Gururaj Jyeshta,"Yogish Shetty,Umesh,Shwetha Arehole,Prakash Thuminad"
